run,run_type,replay_mode
28174,PI+SIDIS,coin
28175,PI+SIDIS,coin
28176,PI+SIDIS,coin
28177,PI+SIDIS,coin
28178,PI+SIDIS,coin
28179,PI+SIDIS,coin
28180,PI+SIDIS,coin
28181,PI+SIDIS,coin
28182,PI+SIDIS,coin
28183,PI+SIDIS,coin
28184,PI+SIDIS,coin
28185,PI+SIDIS,coin
28186,PI+SIDIS,coin
28187,PI+SIDIS,coin
28188,PI+SIDIS,coin
28189,PI+SIDIS,coin
28190,PI+SIDIS,coin
28191,PI+SIDIS,coin
28192,PI+SIDIS,coin
28193,PI+SIDIS,coin
28194,PI+SIDIS,coin
28195,PI+SIDIS,coin
28196,PI+SIDIS,coin
28197,PI+SIDIS,coin
28198,PI+SIDIS,coin
28199,PI+SIDIS,coin
28200,PI+SIDIS,coin
28201,PI+SIDIS,coin
28202,PI+SIDIS,coin
28203,PI+SIDIS,coin
28204,PI+SIDIS,coin
28205,PI+SIDIS,coin
28206,PI+SIDIS,coin
28207,PI+SIDIS,coin
28208,PI+SIDIS,coin
28209,PI+SIDIS,coin
28210,PI+SIDIS,coin
28211,PI+SIDIS,coin
28212,PI+SIDIS,coin
28213,PI+SIDIS,coin
28214,PI+SIDIS,coin
28215,PI+SIDIS,coin
28216,PI+SIDIS,coin
28217,PI+SIDIS,coin
28218,PI+SIDIS,coin
28219,PI+SIDIS,coin
28220,PI+SIDIS,coin
28221,PI+SIDIS,coin
28222,PI+SIDIS,coin
28223,PI+SIDIS,coin
28224,HMSDIS,hms
28225,HMSDIS,hms
28226,PI+SIDIS,coin
28227,PI+SIDIS,coin
28228,PI+SIDIS,coin
28229,HMSDIS,hms
28230,PI+SIDIS,coin
28231,PI+SIDIS,coin
28232,HMSDIS,hms
28233,PI+SIDIS,coin
28234,PI+SIDIS,coin
28235,PI+SIDIS,coin
28236,HMSDIS,hms
28237,PI+SIDIS,coin
28239,HMSDIS,hms
28240,PI+SIDIS,coin
28241,PI+SIDIS,coin
28242,PI+SIDIS,coin
28243,PI+SIDIS,coin
28244,HMSDIS,hms
28245,PI+SIDIS,coin
28246,PI+SIDIS,coin
28247,HMSDIS,hms
28248,PI+SIDIS,coin
28249,PI+SIDIS,coin
28250,PI+SIDIS,coin
28251,HMSDIS,hms
28252,PI+SIDIS,coin
28253,PI+SIDIS,coin
28254,HMSDIS,hms
28255,HMSDIS,hms
28256,PI+SIDIS,coin
28257,PI+SIDIS,coin
28258,PI+SIDIS,coin
28259,HMSDIS,hms
28260,PI+SIDIS,coin
28261,PI+SIDIS,coin
28262,PI+SIDIS,coin
28263,PI+SIDIS,coin
28264,PI+SIDIS,coin
28265,HMSDIS,hms
28266,HMSDIS,hms
28267,PI+SIDIS,coin
28268,PI-SIDIS,coin
28269,PI-SIDIS,coin
28270,PI-SIDIS,coin
28276,HMSDIS,hms
28277,HMSDIS,hms
28278,HMSDIS,hms
28280,PI-SIDIS,coin
28281,PI-SIDIS,coin
28282,PI-SIDIS,coin
28283,PI-SIDIS,coin
28284,HMSDIS,hms
28285,PI-SIDIS,coin
28286,PI-SIDIS,coin
28287,PI-SIDIS,coin
28288,PI-SIDIS,coin
28289,PI-SIDIS,coin
28290,PI-SIDIS,coin
28291,PI-SIDIS,coin
28292,PI-SIDIS,coin
28293,PI-SIDIS,coin
28294,PI-SIDIS,coin
28295,PI-SIDIS,coin
28296,PI-SIDIS,coin
28298,PI-SIDIS,coin
28299,PI-SIDIS,coin
28300,PI-SIDIS,coin
28301,PI-SIDIS,coin
28302,PI-SIDIS,coin
28303,PI-SIDIS,coin
28304,PI-SIDIS,coin
28305,PI-SIDIS,coin
28306,PI-SIDIS,coin
28307,PI-SIDIS,coin
28308,PI-SIDIS,coin
28309,PI-SIDIS,coin
28310,PI-SIDIS,coin
28311,PI-SIDIS,coin
28312,PI-SIDIS,coin
28313,PI-SIDIS,coin
28314,PI-SIDIS,coin
28315,PI-SIDIS,coin
28317,PI-SIDIS,coin
28318,PI-SIDIS,coin
28319,PI-SIDIS,coin
28321,PI-SIDIS,coin
28322,PI-SIDIS,coin
28323,PI-SIDIS,coin
28324,PI-SIDIS,coin
28325,PI-SIDIS,coin
28326,PI-SIDIS,coin
28327,PI-SIDIS,coin
28328,PI-SIDIS,coin
28330,PI-SIDIS,coin
28331,PI-SIDIS,coin
28332,PI-SIDIS,coin
28333,PI-SIDIS,coin
28334,PI-SIDIS,coin
28335,PI-SIDIS,coin
28336,PI-SIDIS,coin
28337,PI-SIDIS,coin
28338,PI-SIDIS,coin
28339,PI-SIDIS,coin
28340,PI-SIDIS,coin
28341,PI-SIDIS,coin
28343,HMSDIS,hms
28344,HMSDIS,hms
28345,PI-SIDIS,coin
28346,PI-SIDIS,coin
28347,PI-SIDIS,coin
28348,PI-SIDIS,coin
28349,HMSDIS,hms
28350,HMSDIS,hms
28351,PI-SIDIS,coin
28352,PI-SIDIS,coin
28353,PI-SIDIS,coin
28354,HMSDIS,hms
28356,PI-SIDIS,coin
28357,PI-SIDIS,coin
28358,PI-SIDIS,coin
28359,PI-SIDIS,coin
28360,PI-SIDIS,coin
28361,PI-SIDIS,coin
28362,PI-SIDIS,coin
28363,PI-SIDIS,coin
28364,PI-SIDIS,coin
28365,PI-SIDIS,coin
28373,PI-SIDIS,coin
28374,PI-SIDIS,coin
28375,PI-SIDIS,coin
28376,PI-SIDIS,coin
28377,PI-SIDIS,coin
28378,PI-SIDIS,coin
28379,PI+SIDIS,coin
28380,HMSHEE,hms
28381,HMSHEE,hms
28382,HMSHEE,hms
28383,HMSHEE,hms
28384,HMSHEE,hms
28385,HMSDIS,hms
28386,HMSDIS,hms
28387,HMSDIS,hms
28388,HMSDIS,hms
28390,HMSDIS,hms
28391,HMSDIS,hms
28392,PI+SIDIS,coin
28393,PI+SIDIS,coin
28394,PI+SIDIS,coin
28397,HMSDIS,hms
28398,HMSDIS,hms
28399,HMSDIS,hms
28400,HMSDIS,hms
28402,HMSDIS,hms
28403,HMSDIS,hms
28404,PI+SIDIS,coin
28405,PI+SIDIS,coin
28406,PI+SIDIS,coin
28408,PI+SIDIS,coin
28409,PI+SIDIS,coin
28410,HMSDIS,hms
28411,HMSDIS,hms
28412,HMSDIS,hms
28413,HMSDIS,hms
28415,HMSDIS,hms
28416,HMSDIS,hms
28417,PI+SIDIS,coin
28418,PI+SIDIS,coin
28419,PI-SIDIS,coin
28420,PI-SIDIS,coin
28421,PI-SIDIS,coin
28422,PI-SIDIS,coin
28423,PI-SIDIS,coin
28424,PI-SIDIS,coin
28425,PI+SIDIS,coin
28426,PI+SIDIS,coin
28427,HMSDIS,hms
28428,HMSDIS,hms
28429,PI+SIDIS,coin
28431,PI+SIDIS,coin
28432,PI+SIDIS,coin
28437,HMSDIS,hms
28440,PI+SIDIS,coin
28441,PI+SIDIS,coin
28443,HMSDIS,hms
28444,PI+SIDIS,coin
28445,PI+SIDIS,coin
28446,PI+SIDIS,coin
28447,PI+SIDIS,coin
28448,PI+SIDIS,coin
28450,PI+SIDIS,coin
28451,PI+SIDIS,coin
28452,PI+SIDIS,coin
28453,PI+SIDIS,coin
28454,PI+SIDIS,coin
28455,PI+SIDIS,coin
28456,PI+SIDIS,coin
28457,PI+SIDIS,coin
28458,PI+SIDIS,coin
28459,PI+SIDIS,coin
28460,PI+SIDIS,coin
28461,PI+SIDIS,coin
28462,PI+SIDIS,coin
28463,PI+SIDIS,coin
28464,PI+SIDIS,coin
28465,PI+SIDIS,coin
28466,PI+SIDIS,coin
28467,PI+SIDIS,coin
28468,PI+SIDIS,coin
28469,PI+SIDIS,coin
28470,PI+SIDIS,coin
28471,PI+SIDIS,coin
